Student_ID,Age,Gender,Department,Semester,Attendance,Study_Hours_Per_Day,Sleep_Hours,Assignment_Score,Practical_Score,Internal_Marks,Previous_Sem_Percentage,Coding_Hours_Per_Week,Projects_Completed,Certifications,Internship,Backlogs,Stress_Level,Communication_Score,Aptitude_Score,Interview_Score,Final_Percentage,Placement_Status,Package_LPA
ST1153,18,Female,Civil,4,72.3,3.1,6.9,71.7,70.4,61.3,64.7,9.7,5.0,2,Yes,2,Low,76.9,70.8,90.8,53.0,Not Placed,0.0
ST1154,18,Female,Electronics,5,67.6,5.9,5.3,48.6,92.5,55.3,74.4,11.7,6.0,3,Yes,0,High,75.1,67.8,64.8,59.8,Placed,4.33
ST1155,20,Female,Information Technology,4,86.3,4.5,6.0,51.0,60.8,60.3,78.2,11.0,3.0,2,Yes,1,Low,72.2,83.8,55.8,63.2,Not Placed,0.0
ST1156,18,Male,Electronics,6,73.3,3.3,6.4,75.4,66.6,90.5,88.0,6.3,1.0,3,No,0,Low,76.0,54.6,56.1,55.4,Not Placed,0.0
ST1157,21,Male,Mechanical,5,90.7,2.7,4.8,82.4,100.0,60.1,48.9,9.6,0.0,2,No,4,Medium,39.4,38.8,44.0,59.0,Not Placed,0.0
ST1158,22,Male,Electronics,3,85.4,3.0,7.1,79.5,62.5,73.6,62.2,10.4,0.0,2,No,0,Medium,66.3,76.0,99.0,58.0,Not Placed,0.0
ST1159,18,Female,Computer Engineering,5,86.2,4.1,6.7,77.0,58.4,65.5,76.0,3.0,6.0,1,Yes,2,Medium,50.6,67.3,64.6,56.0,Placed,3.71
ST1160,20,Female,Civil,3,61.6,3.6,5.2,88.9,85.5,87.3,80.8,8.8,3.0,3,No,0,Medium,69.4,67.0,74.4,61.8,Not Placed,0.0
ST1161,20,Female,Electronics,3,92.5,2.6,7.4,68.5,49.0,89.0,98.0,0.0,3.0,5,Yes,1,Medium,88.3,57.3,74.6,70.4,Placed,4.41
ST1162,18,Male,Electronics,4,81.1,3.3,7.8,85.7,72.9,83.2,83.4,10.4,2.0,3,No,5,Low,57.3,81.6,90.7,45.3,Not Placed,0.0
ST1163,22,Male,Computer Engineering,4,73.6,3.6,7.2,55.4,100.0,76.0,69.2,11.3,1.0,4,No,2,Low,60.1,61.7,60.3,54.3,Not Placed,0.0
ST1164,18,Female,Electronics,4,79.7,0.5,6.6,64.1,55.9,69.0,57.5,11.7,5.0,5,No,0,High,58.1,54.7,61.4,46.0,Not Placed,0.0
ST1165,20,Male,Information Technology,6,56.7,4.2,7.7,53.3,50.2,56.5,62.1,6.0,2.0,1,No,0,Low,60.0,93.1,80.3,39.8,Not Placed,0.0
ST1166,19,Male,Electronics,6,,2.0,7.7,71.7,56.5,97.3,61.7,9.5,5.0,3,No,0,Low,77.8,78.4,38.3,67.6,Not Placed,0.0
ST1167,21,Male,Computer Engineering,4,65.6,1.8,7.3,74.4,87.7,62.1,79.2,15.1,5.0,1,No,0,Medium,81.0,67.4,90.8,58.6,Placed,4.5
ST1168,20,Male,Electronics,6,61.8,1.0,6.1,76.4,90.6,80.6,73.6,15.1,5.0,5,No,0,Medium,90.6,31.4,94.8,53.3,Placed,2.92
ST1169,18,Female,Civil,5,59.7,0.8,7.3,75.7,69.3,85.8,51.5,7.9,2.0,1,No,0,Medium,55.9,64.5,70.9,56.1,Placed,4.41
ST1170,21,Male,Computer Engineering,5,91.4,1.5,8.3,63.9,84.9,64.8,63.9,8.7,0.0,1,No,0,High,79.6,67.7,52.0,56.3,Not Placed,0.0
ST1171,18,Male,Civil,6,70.4,2.4,6.3,72.7,94.1,85.5,82.3,13.6,3.0,0,No,0,High,81.9,90.0,80.6,60.9,Not Placed,0.0
ST1172,18,Male,Information Technology,6,96.4,6.4,9.3,57.0,99.2,81.9,74.9,0.5,0.0,3,No,0,Medium,93.1,41.8,63.9,75.3,Not Placed,0.0
ST1173,19,Male,Mechanical,5,71.6,2.7,6.4,91.4,72.8,94.5,78.0,6.4,1.0,1,No,0,Medium,57.0,91.4,69.3,61.5,Not Placed,0.0
ST1174,21,Female,Mechanical,3,57.5,3.8,7.0,71.4,46.1,65.9,75.4,14.7,2.0,0,Yes,0,Medium,41.9,74.6,70.5,48.2,Not Placed,0.0
ST1175,21,Female,Electronics,5,64.6,4.1,6.3,69.1,65.3,55.3,92.8,12.9,1.0,0,No,1,Medium,66.1,49.9,56.5,58.2,Not Placed,0.0
ST1176,19,Male,Mechanical,5,92.8,3.7,7.2,94.1,70.5,65.4,73.3,9.8,3.0,2,No,0,Low,100.0,81.8,72.6,66.0,Placed,4.11
ST1177,20,Male,Mechanical,6,76.1,3.4,5.1,60.1,72.6,74.7,64.6,0.5,3.0,2,No,0,Medium,54.7,64.3,43.6,62.4,Not Placed,0.0
ST1178,18,Male,Information Technology,5,71.4,1.7,6.4,61.5,73.6,72.8,57.2,7.8,4.0,5,Yes,0,Low,76.8,43.1,31.9,52.7,Not Placed,0.0
ST1179,22,Male,Information Technology,6,79.9,5.7,5.8,61.8,90.5,66.9,73.5,5.1,1.0,3,Yes,0,High,39.0,61.3,72.8,70.5,Placed,4.55
ST1180,18,Male,Electronics,6,84.0,6.2,7.1,74.2,92.6,47.2,35.8,9.7,0.0,2,No,1,Medium,95.4,71.8,83.7,59.8,Not Placed,0.0
ST1181,18,Male,Mechanical,4,91.4,1.0,8.1,80.2,73.8,78.1,67.4,4.0,6.0,5,No,0,Low,43.7,68.9,58.8,68.0,Placed,2.94
ST1182,20,Female,Mechanical,5,95.4,2.0,7.7,83.9,90.3,97.6,67.1,2.9,1.0,3,Yes,0,Low,36.5,77.7,57.9,73.5,Not Placed,0.0
ST1183,18,Male,Mechanical,3,73.7,3.1,4.4,100.0,80.6,78.0,50.9,0.0,2.0,5,No,2,High,71.4,84.5,77.4,63.3,Not Placed,0.0
ST1184,19,Female,Information Technology,4,62.1,2.1,9.2,48.0,76.8,79.9,57.0,14.1,3.0,0,No,5,Medium,71.7,51.5,66.7,40.9,Not Placed,0.0
ST1185,19,Female,Mechanical,6,73.0,4.3,7.3,82.3,87.8,79.4,81.3,6.0,3.0,0,Yes,0,Medium,89.9,67.7,57.9,68.9,Not Placed,0.0
ST1186,21,Male,Computer Engineering,6,,2.4,6.1,68.3,76.9,77.2,73.2,8.8,1.0,3,No,0,Medium,81.9,58.9,71.9,59.0,Not Placed,0.0
ST1187,22,Female,Information Technology,3,66.4,6.7,7.2,68.0,100.0,84.1,71.4,8.0,1.0,5,Yes,0,High,42.0,49.3,67.1,64.2,Placed,3.45
ST1188,18,Female,Computer Engineering,6,66.5,5.3,7.2,67.6,57.3,77.1,74.3,2.7,5.0,5,No,0,Medium,67.9,67.2,47.0,71.2,Placed,5.43
ST1189,18,Female,Information Technology,5,82.1,3.8,6.3,64.1,69.3,67.9,71.3,1.7,1.0,2,No,0,Low,60.2,74.5,65.3,55.8,Not Placed,0.0
ST1190,20,Female,Information Technology,4,77.4,5.0,7.2,95.2,74.4,61.7,87.4,3.0,5.0,2,No,1,Low,51.3,75.4,69.9,69.9,Not Placed,0.0
ST1191,19,Female,Information Technology,6,78.4,5.2,6.3,85.1,81.7,68.8,71.7,4.4,2.0,3,No,0,Medium,76.1,62.1,58.5,69.9,Not Placed,0.0
ST1192,22,Female,Electronics,6,68.9,2.7,6.6,75.3,92.5,76.1,49.6,9.8,2.0,4,No,3,High,84.6,52.9,81.8,52.5,Not Placed,0.0
ST1193,21,Male,Information Technology,3,75.2,2.3,6.2,91.2,75.7,67.9,92.8,4.0,0.0,2,No,0,Low,58.7,58.3,74.7,60.4,Placed,2.43
ST1194,19,Female,Information Technology,5,66.9,3.6,5.4,56.8,57.5,76.1,75.2,16.7,1.0,1,No,0,Medium,65.3,39.8,62.6,54.8,Not Placed,0.0
ST1195,21,Female,Computer Engineering,6,88.7,4.8,7.2,59.0,87.0,77.7,61.8,13.1,0.0,2,No,1,Medium,66.3,50.2,69.1,59.3,Placed,2.79
ST1196,20,Female,Information Technology,3,90.4,3.7,7.6,48.9,85.8,82.8,52.5,12.0,6.0,4,No,0,High,60.7,51.5,61.0,65.3,Not Placed,0.0
ST1197,20,Male,Computer Engineering,6,55.8,1.1,7.6,66.6,50.8,88.7,75.5,7.4,4.0,5,Yes,0,Medium,64.0,80.7,63.4,45.8,Not Placed,0.0
ST1198,18,Female,Computer Engineering,3,66.8,2.3,7.9,76.9,76.0,73.0,68.4,15.6,2.0,0,No,0,Medium,60.7,80.7,64.0,61.3,Not Placed,0.0
ST1199,22,Male,Electronics,3,60.0,3.4,7.4,76.2,55.3,55.0,92.0,6.9,3.0,0,No,0,Low,71.7,99.9,38.7,53.8,Not Placed,0.0
ST1200,21,Female,Electronics,5,70.2,3.4,6.4,76.8,67.4,67.5,65.2,7.8,5.0,5,Yes,0,Low,61.8,71.6,67.4,54.3,Placed,3.04
ST1201,19,Male,Electronics,6,77.0,6.5,7.9,58.1,64.3,72.6,58.3,8.8,4.0,0,No,0,Medium,76.0,60.7,72.1,56.7,Not Placed,0.0
ST1202,20,Male,Information Technology,5,60.6,,5.5,84.6,86.5,48.1,82.5,11.5,3.0,2,No,0,Medium,61.7,68.2,100.0,54.5,Not Placed,0.0
ST1203,18,Female,Information Technology,3,66.9,4.3,6.0,,77.5,90.1,83.0,11.2,4.0,0,No,0,Medium,79.1,65.5,74.0,65.6,Placed,4.76
ST1204,18,Female,Mechanical,4,66.0,5.7,5.9,83.8,59.3,73.9,72.4,5.6,0.0,4,No,5,High,61.4,58.5,56.6,45.9,Not Placed,0.0
ST1205,21,Male,Information Technology,6,80.5,6.9,8.2,52.3,87.4,77.0,79.5,5.3,0.0,4,No,0,Medium,78.5,72.8,40.7,70.1,Not Placed,0.0
ST1206,20,Female,Information Technology,4,78.8,2.9,8.0,78.7,57.4,89.8,69.5,11.2,5.0,2,No,0,Medium,58.1,70.9,50.1,64.4,Not Placed,0.0
ST1207,22,Male,Computer Engineering,6,69.3,4.2,7.5,60.7,80.3,63.8,73.3,11.6,2.0,5,No,4,Low,82.4,66.8,59.0,49.5,Not Placed,0.0
ST1208,20,Male,Information Technology,5,80.1,4.4,8.2,70.2,65.4,79.5,86.3,6.0,6.0,1,No,1,Low,45.1,63.6,59.3,59.1,Placed,3.32
ST1209,21,Male,Information Technology,5,71.4,3.8,6.0,81.4,71.2,70.6,78.8,0.1,5.0,2,No,0,Medium,69.9,77.5,63.2,58.9,Placed,5.19
ST1210,21,Male,Information Technology,5,74.7,3.4,7.4,76.1,82.6,69.6,67.6,7.0,6.0,0,No,0,Medium,62.1,59.7,60.6,56.1,Placed,3.72
ST1211,20,Male,Electronics,5,98.1,4.2,6.9,64.8,82.8,62.0,88.9,11.1,3.0,2,No,1,Medium,69.4,62.0,63.3,64.7,Not Placed,0.0
ST1212,21,Female,Information Technology,5,94.1,0.5,7.9,75.1,93.4,93.7,36.9,17.0,4.0,4,Yes,0,High,53.4,75.1,60.2,66.2,Placed,5.06
ST1213,20,Male,Electronics,4,62.4,4.5,6.9,56.6,74.9,67.1,98.0,2.0,5.0,2,Yes,1,Medium,67.3,83.2,67.3,52.3,Placed,4.17
ST1214,19,Male,Mechanical,5,88.0,3.7,6.6,88.8,80.0,81.1,46.1,5.9,6.0,2,No,4,Medium,54.5,81.8,52.5,54.3,Not Placed,0.0
ST1215,20,Female,Mechanical,3,87.7,3.2,7.6,72.5,70.3,47.6,61.2,6.1,1.0,1,Yes,0,High,66.7,64.1,46.9,56.9,Not Placed,0.0
ST1216,20,Male,Electronics,3,64.2,6.6,8.0,88.4,78.4,87.3,69.4,14.8,1.0,4,No,0,Medium,65.4,49.0,63.2,70.8,Not Placed,0.0
ST1217,21,Female,Civil,4,87.8,2.5,6.3,68.7,81.7,85.7,67.9,7.8,2.0,3,No,1,Low,74.6,63.7,73.9,53.8,Not Placed,0.0
ST1218,21,Female,Computer Engineering,6,96.5,2.9,6.9,68.7,74.7,73.3,84.1,3.5,6.0,3,Yes,0,Low,70.9,69.1,49.1,78.1,Placed,5.73
ST1219,18,Female,Computer Engineering,3,64.5,6.5,5.8,65.8,52.6,69.0,55.2,10.8,5.0,4,Yes,0,Medium,96.3,51.3,57.8,63.1,Placed,3.88
ST1220,18,Male,Computer Engineering,6,67.0,2.3,4.3,85.5,80.3,77.2,73.7,6.0,3.0,3,No,0,High,62.9,63.4,64.7,57.4,Not Placed,0.0
ST1221,19,Male,Electronics,4,90.2,2.7,7.2,66.5,80.7,100.0,61.9,1.9,1.0,0,No,1,Low,68.1,86.1,64.3,56.9,Not Placed,0.0
ST1222,18,Male,Civil,6,81.3,3.3,7.7,82.7,67.2,49.1,74.1,3.5,2.0,3,No,1,Medium,100.0,70.2,79.0,57.5,Not Placed,0.0
ST1223,20,Female,Computer Engineering,6,84.6,4.8,7.3,70.4,59.3,82.2,69.1,16.7,5.0,0,No,5,Medium,66.9,59.9,82.0,55.6,Not Placed,0.0
ST1224,21,Male,Civil,6,82.1,3.8,4.9,51.3,95.2,60.1,71.3,9.9,2.0,4,Yes,2,High,83.3,68.4,70.6,51.5,Not Placed,0.0
ST1225,18,Female,Computer Engineering,6,82.7,1.6,6.6,68.2,82.4,71.7,62.3,8.5,3.0,3,Yes,0,Medium,78.1,69.3,86.4,53.4,Not Placed,0.0
ST1226,18,Male,Civil,4,62.1,2.7,4.6,60.9,73.0,68.8,62.9,6.8,1.0,3,No,1,High,100.0,62.4,61.1,45.8,Not Placed,0.0
ST1227,19,Female,Information Technology,3,90.6,2.6,8.5,75.4,61.2,66.4,74.0,9.5,1.0,5,No,0,Medium,50.0,79.6,80.4,60.2,Not Placed,0.0
ST1228,19,Male,Computer Engineering,5,92.0,3.4,5.8,60.7,65.3,71.9,83.2,9.4,1.0,0,Yes,2,Low,48.4,40.6,57.2,57.5,Not Placed,0.0
ST1229,20,Male,Information Technology,6,75.2,4.1,8.4,86.1,92.9,57.3,61.6,9.5,6.0,0,No,0,Low,54.3,75.1,71.7,75.7,Not Placed,0.0
ST1230,21,Male,Computer Engineering,3,77.5,4.1,8.0,73.9,77.8,85.4,57.8,8.6,0.0,2,No,0,Medium,72.4,59.4,77.3,51.5,Not Placed,0.0
ST1231,19,Female,Computer Engineering,3,59.6,0.8,6.0,72.9,68.8,48.7,78.6,12.3,,1,Yes,2,Medium,56.0,83.7,67.9,42.9,Not Placed,0.0
ST1232,18,Female,Information Technology,4,84.2,5.1,5.8,82.9,82.6,79.0,69.5,8.1,1.0,3,Yes,0,High,40.1,48.9,51.6,65.5,Placed,3.26
ST1233,21,Male,Mechanical,3,84.9,3.9,7.4,86.6,65.4,67.8,81.6,3.1,4.0,5,No,2,Low,57.1,82.1,40.2,62.5,Not Placed,0.0
ST1234,21,Male,Information Technology,4,77.3,5.6,6.1,74.8,95.5,56.8,57.3,4.9,0.0,1,Yes,1,Medium,75.2,56.2,75.9,63.5,Not Placed,0.0
ST1235,18,Female,Information Technology,6,91.5,4.2,7.1,65.7,93.6,74.6,45.1,0.0,5.0,5,Yes,0,Low,57.3,72.8,62.6,65.1,Placed,6.14
ST1236,19,Female,Electronics,6,74.0,5.2,6.5,53.7,69.9,51.8,62.5,18.1,6.0,1,No,0,Medium,86.0,61.0,63.8,66.8,Not Placed,0.0
ST1237,18,Female,Electronics,5,84.8,4.2,5.0,66.8,67.8,72.5,59.3,12.3,0.0,3,No,3,High,54.2,84.9,91.0,47.3,Not Placed,0.0
ST1238,21,Male,Computer Engineering,5,65.8,5.5,4.5,67.6,42.0,53.5,68.9,3.8,0.0,5,No,0,Low,70.2,65.1,51.9,49.5,Not Placed,0.0
ST1239,22,Female,Information Technology,5,77.7,4.3,7.2,76.3,56.7,78.0,61.1,6.6,6.0,0,Yes,1,Medium,64.5,57.2,78.8,53.2,Not Placed,0.0
ST1240,22,Male,Computer Engineering,3,75.9,3.4,6.4,70.9,58.6,60.0,80.4,4.8,6.0,2,No,1,Low,72.6,89.0,55.2,56.0,Not Placed,0.0
ST1241,20,Female,Computer Engineering,6,80.7,6.9,6.4,,77.8,66.1,66.0,15.7,0.0,5,No,3,Medium,74.0,63.8,64.2,58.5,Not Placed,0.0
ST1242,18,Male,Electronics,4,73.6,4.8,7.8,67.6,71.8,75.8,72.1,0.9,2.0,4,Yes,1,Low,92.2,75.8,49.6,63.3,Not Placed,0.0
ST1243,18,Female,Computer Engineering,5,76.4,4.4,8.3,74.3,58.5,62.0,72.2,8.6,4.0,3,Yes,1,Medium,79.7,82.1,55.1,66.9,Not Placed,0.0
ST1244,20,Female,Information Technology,4,87.9,1.6,6.7,89.2,72.3,71.2,72.7,7.5,3.0,3,No,3,Medium,64.1,54.8,73.6,62.1,Not Placed,0.0
ST1245,20,Female,Electronics,4,72.8,1.6,6.6,79.1,82.6,52.3,69.7,12.1,1.0,4,No,2,Medium,78.6,74.3,87.7,44.2,Not Placed,0.0
ST1246,20,Female,Computer Engineering,5,58.7,3.9,7.6,74.3,82.9,80.2,77.1,7.5,6.0,1,No,1,Low,80.5,76.4,73.8,60.5,Placed,3.9
ST1247,21,Female,Electronics,6,99.0,3.7,5.5,67.8,51.3,94.9,58.9,0.0,0.0,2,Yes,0,Medium,98.6,44.8,71.9,66.8,Not Placed,0.0
ST1248,18,Male,Computer Engineering,5,94.6,2.6,7.2,67.4,74.3,100.0,89.6,6.7,3.0,1,No,0,Medium,67.8,72.8,100.0,72.1,Not Placed,0.0
ST1249,21,Female,Civil,4,62.5,3.7,7.6,64.8,58.0,73.2,66.7,3.1,6.0,4,No,1,Medium,68.8,62.7,76.0,65.5,Placed,5.37
ST1250,20,Female,Information Technology,5,86.3,5.9,7.7,68.5,87.7,82.2,51.6,8.4,2.0,4,No,0,Low,88.4,92.3,52.1,67.1,Placed,2.71
ST1251,18,Female,Mechanical,4,72.0,4.5,4.9,84.1,86.2,48.9,72.6,15.2,3.0,2,No,0,High,42.0,81.0,40.1,62.9,Not Placed,0.0
ST1252,21,Male,Electronics,4,81.2,1.8,6.2,72.3,64.3,91.5,58.1,0.0,0.0,4,Yes,0,Medium,67.1,74.6,73.1,68.6,Not Placed,0.0
ST1253,21,Female,Computer Engineering,5,81.5,3.3,6.0,58.8,66.0,82.1,79.3,4.0,5.0,4,No,1,Low,79.7,37.4,44.5,61.9,Not Placed,0.0
ST1254,20,Male,Electronics,3,,2.3,7.1,96.2,70.0,65.7,98.0,5.2,4.0,5,Yes,0,Low,84.7,74.7,51.0,60.3,Placed,5.79
ST1255,18,Female,Civil,5,68.6,2.9,7.5,78.8,46.7,88.1,59.0,6.1,3.0,2,Yes,0,High,39.1,56.6,71.9,51.5,Not Placed,0.0
ST1256,20,Female,Electronics,3,69.7,2.9,8.6,58.1,80.4,68.7,74.7,11.7,6.0,3,No,0,Low,51.3,81.1,83.6,60.5,Placed,4.1
ST1257,18,Male,Mechanical,4,67.0,2.8,6.5,69.7,72.5,66.0,45.4,7.1,0.0,1,No,2,High,35.1,65.6,62.4,52.8,Not Placed,0.0
ST1258,22,Female,Civil,4,68.0,1.6,6.5,76.3,88.6,78.2,76.4,10.1,6.0,3,Yes,0,Medium,82.2,60.2,47.7,66.8,Placed,4.22
ST1259,19,Male,Computer Engineering,3,77.2,3.3,8.3,95.5,61.7,58.2,57.6,4.9,0.0,3,No,0,Medium,72.9,61.5,64.7,52.8,Not Placed,0.0
ST1260,19,Male,Computer Engineering,4,69.4,2.7,7.3,61.7,68.0,85.3,61.3,9.1,1.0,5,Yes,0,Medium,89.9,62.4,62.6,56.6,Placed,3.18
ST1261,19,Female,Electronics,3,86.2,0.5,8.4,86.7,56.4,58.3,54.6,11.9,5.0,1,No,0,Low,70.4,47.8,68.9,52.6,Not Placed,0.0
ST1262,20,Male,Information Technology,3,95.8,6.6,7.3,91.8,62.9,58.3,80.3,4.3,1.0,3,No,2,Medium,100.0,49.8,47.8,63.9,Not Placed,0.0
ST1263,22,Female,Mechanical,4,71.0,5.1,5.7,67.5,60.6,60.2,84.1,11.9,5.0,2,Yes,1,Medium,56.8,63.0,53.6,63.3,Not Placed,0.0
ST1264,18,Female,Civil,6,80.9,2.9,5.5,71.7,88.9,81.9,70.3,8.3,4.0,1,Yes,0,High,64.9,91.3,83.4,64.7,Placed,4.01
ST1265,21,Male,Information Technology,3,84.0,3.5,5.3,62.6,66.9,64.0,57.9,13.2,1.0,0,No,0,Medium,75.8,78.7,79.2,60.8,Not Placed,0.0
ST1266,18,Male,Computer Engineering,5,83.7,1.7,7.7,72.6,77.6,54.5,92.3,7.0,4.0,5,Yes,2,Medium,60.0,80.1,85.6,58.7,Not Placed,0.0
ST1267,21,Male,Mechanical,5,78.9,6.0,8.3,74.6,71.1,64.1,59.5,9.9,6.0,3,Yes,0,Low,75.8,86.0,37.4,62.4,Placed,5.34
ST1268,18,Male,Computer Engineering,4,86.9,6.3,9.0,,59.5,71.6,39.7,7.8,2.0,4,No,0,Medium,68.5,72.2,52.8,70.3,Not Placed,0.0
ST1269,22,Female,Mechanical,6,83.8,3.7,7.9,88.1,73.8,56.6,76.4,7.5,2.0,1,Yes,0,Low,67.6,61.1,82.9,57.5,Not Placed,0.0
ST1270,21,Female,Information Technology,4,63.1,5.0,8.3,66.0,83.8,57.0,54.5,9.3,5.0,0,No,0,Low,68.2,61.8,76.5,52.6,Placed,2.75
ST1271,20,Male,Electronics,6,88.4,3.8,6.4,51.4,60.3,99.4,83.8,10.7,5.0,4,Yes,0,Low,79.9,55.6,73.5,63.8,Placed,3.93
ST1272,18,Female,Computer Engineering,3,88.6,1.5,5.7,74.7,86.5,60.8,64.7,1.8,1.0,0,No,1,Medium,65.2,80.2,61.2,51.5,Not Placed,0.0
ST1273,18,Female,Electronics,3,68.8,,7.9,78.5,65.0,67.8,78.5,15.2,2.0,3,No,0,Medium,54.3,54.0,57.1,61.0,Not Placed,0.0
ST1274,21,Female,Information Technology,3,78.5,3.7,7.5,78.0,69.7,67.2,89.6,0.0,3.0,4,Yes,0,Medium,70.9,99.4,67.5,75.7,Placed,3.86
ST1275,20,Female,Electronics,3,86.2,2.8,7.1,71.1,82.9,66.5,53.1,4.6,3.0,3,No,0,Medium,61.1,54.5,59.8,66.1,Not Placed,0.0
ST1276,20,Male,Computer Engineering,5,75.5,3.2,7.4,76.5,67.4,80.1,62.1,7.5,6.0,4,Yes,0,High,56.0,86.3,75.4,57.7,Placed,4.68
ST1277,22,Male,Mechanical,5,,3.4,7.4,93.2,76.5,84.3,68.9,10.1,3.0,1,No,0,Medium,45.8,86.4,67.6,63.7,Placed,2.88
ST1278,20,Female,Mechanical,4,100.0,3.4,8.4,79.6,71.9,68.0,91.5,15.9,6.0,2,No,0,Medium,,77.4,51.5,75.1,Placed,3.6
ST1279,20,Male,Computer Engineering,6,68.6,3.6,8.4,70.5,77.7,55.9,60.8,0.0,2.0,2,No,0,Medium,79.3,92.3,77.2,49.9,Not Placed,0.0
ST1280,20,Male,Computer Engineering,3,61.4,1.9,7.6,69.0,45.1,88.6,61.7,5.5,3.0,0,Yes,2,High,89.7,65.1,87.1,41.9,Not Placed,0.0
ST1281,19,Male,Computer Engineering,3,81.6,2.4,7.9,73.0,52.2,70.8,76.7,0.0,4.0,5,Yes,1,Medium,70.0,69.9,88.1,57.3,Placed,3.76
ST1282,22,Female,Electronics,6,86.7,1.6,7.6,94.6,84.0,94.5,61.9,8.2,0.0,4,No,0,Medium,85.1,71.4,77.8,62.2,Placed,2.65
ST1283,18,Female,Electronics,6,75.2,5.0,6.5,72.8,89.5,42.8,72.1,9.4,5.0,3,No,0,Low,56.8,76.9,78.0,63.6,Not Placed,0.0
ST1284,21,Female,Information Technology,4,95.4,0.5,7.8,74.8,64.2,74.5,48.3,16.0,1.0,5,Yes,1,High,43.3,40.7,48.4,52.3,Not Placed,0.0
ST1285,18,Male,Computer Engineering,6,61.9,5.2,5.5,69.2,72.8,96.9,98.0,8.6,6.0,1,Yes,0,Low,59.5,66.4,56.3,68.1,Not Placed,0.0
ST1286,22,Female,Information Technology,3,86.3,5.6,8.2,88.2,79.8,67.4,51.1,13.2,4.0,1,Yes,0,Low,67.1,80.9,64.3,72.4,Not Placed,0.0
ST1287,21,Female,Electronics,3,70.7,3.0,5.7,98.5,85.0,69.1,65.5,10.9,3.0,1,No,1,Medium,75.0,62.4,76.5,63.6,Not Placed,0.0
ST1288,22,Male,Information Technology,3,98.6,0.5,7.3,80.4,49.6,75.8,69.5,5.8,0.0,2,Yes,3,High,87.9,97.4,57.4,54.1,Not Placed,0.0
ST1289,20,Female,Civil,3,100.0,3.0,6.1,76.0,64.5,64.7,96.8,1.0,1.0,3,No,0,Medium,74.5,69.9,62.1,68.0,Not Placed,0.0
ST1290,21,Female,Computer Engineering,3,68.8,3.4,7.6,75.4,71.7,67.9,51.5,9.4,4.0,1,Yes,0,Medium,100.0,75.7,76.0,61.0,Not Placed,0.0
ST1291,20,Male,Electronics,4,71.4,2.0,7.0,46.4,85.1,67.6,97.8,0.5,1.0,1,No,2,High,71.7,91.3,69.2,51.5,Not Placed,0.0
ST1292,18,Male,Information Technology,3,88.3,2.7,5.2,83.9,100.0,63.8,80.6,14.5,6.0,0,Yes,0,Medium,71.4,69.9,72.3,61.8,Not Placed,0.0
ST1293,18,Male,Information Technology,4,73.4,5.8,7.5,76.6,73.0,88.0,75.8,7.2,6.0,4,No,2,Medium,74.7,91.0,54.6,63.7,Placed,3.83
ST1294,21,Female,Electronics,3,77.5,4.5,6.4,80.1,57.7,78.0,56.2,14.0,5.0,4,Yes,0,Medium,75.3,76.7,61.9,64.2,Placed,2.82
ST1295,21,Female,Electronics,5,78.3,2.1,8.0,66.5,81.2,75.3,78.0,5.6,2.0,4,Yes,0,High,75.1,76.8,59.5,60.3,Placed,4.52
ST1296,22,Female,Civil,5,55.0,1.1,7.0,70.4,93.2,82.5,59.9,9.3,6.0,5,No,0,Medium,52.7,54.7,67.0,58.7,Placed,4.37
ST1297,22,Male,Computer Engineering,5,77.8,3.0,7.4,70.1,77.4,68.6,87.7,9.0,3.0,0,Yes,4,High,81.9,84.6,60.1,62.4,Not Placed,0.0
ST1298,20,Male,Computer Engineering,5,69.7,3.2,5.9,87.3,64.2,61.9,56.4,7.8,4.0,2,Yes,3,Low,100.0,58.9,57.9,47.2,Not Placed,0.0
ST1299,21,Female,Electronics,4,72.1,4.2,6.4,70.5,88.5,64.2,68.4,5.8,4.0,5,No,0,Medium,57.6,65.2,69.0,60.4,Not Placed,0.0
ST1300,18,Female,Electronics,4,95.3,2.7,6.5,100.0,84.6,72.0,62.2,10.0,0.0,0,No,1,Low,69.4,86.9,100.0,70.0,Not Placed,0.0
ST1301,22,Male,Computer Engineering,6,62.9,4.3,7.9,80.2,62.7,58.2,56.2,3.4,0.0,1,Yes,1,Medium,50.8,62.5,76.3,52.0,Not Placed,0.0
ST1302,22,Male,Computer Engineering,3,87.8,6.4,8.8,59.7,81.0,65.5,80.4,2.0,0.0,3,No,1,High,80.5,73.2,38.5,66.4,Not Placed,0.0
ST1303,18,Male,Computer Engineering,5,74.7,4.7,6.1,73.5,89.0,65.3,77.5,14.2,1.0,5,No,2,Medium,80.5,67.2,72.6,56.3,Not Placed,0.0
ST1304,22,Male,Civil,4,74.6,3.4,8.2,67.2,91.4,99.6,86.9,11.6,3.0,5,Yes,0,Low,48.9,67.7,58.8,64.4,Not Placed,0.0
ST1305,20,Female,Computer Engineering,3,87.5,3.2,4.6,48.7,75.1,35.9,45.1,8.3,1.0,1,No,0,Low,51.6,65.8,51.9,45.8,Not Placed,0.0
ST1306,21,Male,Information Technology,3,82.1,3.0,5.7,94.2,71.3,69.7,84.9,16.3,3.0,1,No,4,Medium,40.9,52.5,78.3,56.2,Not Placed,0.0
